1	Adam Smarte	San Jose Earthquakes
2	Xavier Balc	Toronto FC
3	Kevin Forrest	Colorado Rapids
4	Michael Gavin	Los Angeles Galaxy
5	Cesar Zambrano	Colorado Rapids
6	Billy Chiles	Columbus Crew
7	Danleigh Borman	Red Bull New York
8	Kheli Dube	New England Revolution
9	Kraig Chiles	Chivas USA
10	Brandon Owens	D.C. United
11	Pat Healey	Kansas City Wizards
12	Kai Kasiguran	Chicago Fire
13	Chris Tierney	New England Revolution
14	Johnny Alcaraz	Houston Dynamo
15	Tim Bohnenkamp	San Jose Earthquakes
16	PASS	Toronto FC
17	Tino Nuñez	Real Salt Lake
18	Charles Alamo	Los Angeles Galaxy
19	Mike Graczyk	Colorado Rapids
20	Cory Elenio	Columbus Crew
21	Michael Palacio	Red Bull New York
22	Yannick Reyering	FC Dallas
23	Javier Ayala-Hill	Chivas USA
24	Dan Stratford	D.C. United
25	Vincent Arze	Kansas City Wizards
26	Adrian Bumbut	Chicago Fire
27	Kyle Altman	New England Revolution
28	Craig Thompson	Houston Dynamo
29	Greg Curry	San Jose Earthquakes
30	PASS	Toronto FC
31	Kevin Reiman	Real Salt Lake
32	Greg Folk	Los Angeles Galaxy
33	Daniel Antunez	Colorado Rapids
34	Lukasz Tumicz	Columbus Crew
35	John Gilkerson	Red Bull New York
36	Ben Shuleva	FC Dallas
37	El-Hadj Cissé	Chivas USA
38	Zola Short	Columbus Crew
39	Tom Gray	Kansas City Wizards
40	Zach Pope	Chicago Fire
41	Saïdi Isaac	New England Revolution
42	Kieran Hall	Houston Dynamo
43	Tim Jepson	San Jose Earthquakes
44	PASS	Toronto FC
45	Kenny Anaba	Real Salt Lake
46	Daniel de Geer	Los Angeles Galaxy
47	Steve Bode	Chicago Fire
48	Tim Conway	Chicago Fire
49	Laurent Manuel	Red Bull New York
50	PASS	FC Dallas
51	André Sherard	Chivas USA
52	James Thorpe	D.C. United
53	Andrew Kartunen	Kansas City Wizards
54	Melford James, Jr.	Chicago Fire
55	PASS	New England Revolution
56	James Georgeff	Houston Dynamo
